,COUNTY,COUNTY_L,FIPS,NAME,NAME_L,ST,STATE,STCOUNTYFP,STATE_L,ZCTA,ZIP
156,BETHEL CENSUS AREA,Bethel Census Area,FIPS02050,BETHEL,Bethel,AK,ALASKA,02050,Alaska,ZCTA99641,99641
157,LAKE AND PENINSULA BOROUGH,Lake and Peninsula Borough,FIPS02164,LAKE PENINSULA,Lake Peninsula,AK,ALASKA,02164,Alaska,ZCTA99640,99640
158,KENAI PENINSULA BOROUGH,Kenai Peninsula Borough,FIPS02122,KENAI PENINSULA,Kenai Peninsula,AK,ALASKA,02122,Alaska,ZCTA99639,99639
159,ALEUTIANS WEST CENSUS AREA,Aleutians West Census Area,FIPS02016,ALEUTIANS WEST,Aleutians West,AK,ALASKA,02016,Alaska,ZCTA99638,99638
160,BETHEL CENSUS AREA,Bethel Census Area,FIPS02050,BETHEL,Bethel,AK,ALASKA,02050,Alaska,ZCTA99637,99637
161,DILLINGHAM CENSUS AREA,Dillingham Census Area,FIPS02070,DILLINGHAM,Dillingham,AK,ALASKA,02070,Alaska,ZCTA99636,99636
162,KENAI PENINSULA BOROUGH,Kenai Peninsula Borough,FIPS02122,KENAI PENINSULA,Kenai Peninsula,AK,ALASKA,02122,Alaska,ZCTA99635,99635
163,BETHEL CENSUS AREA,Bethel Census Area,FIPS02050,BETHEL,Bethel,AK,ALASKA,02050,Alaska,ZCTA99634,99634
164,BRISTOL BAY BOROUGH,Bristol Bay Borough,FIPS02060,BRISTOL BAY,Bristol Bay,AK,ALASKA,02060,Alaska,ZCTA99633,99633
165,WADE HAMPTON CENSUS AREA,Wade Hampton Census Area,FIPS02270,WADE HAMPTON,Wade Hampton,AK,ALASKA,02270,Alaska,ZCTA99632,99632
166,KENAI PENINSULA BOROUGH,Kenai Peninsula Borough,FIPS02122,KENAI PENINSULA,Kenai Peninsula,AK,ALASKA,02122,Alaska,ZCTA99631,99631
167,BETHEL CENSUS AREA,Bethel Census Area,FIPS02050,BETHEL,Bethel,AK,ALASKA,02050,Alaska,ZCTA99630,99630
168,DILLINGHAM CENSUS AREA,Dillingham Census Area,FIPS02070,DILLINGHAM,Dillingham,AK,ALASKA,02070,Alaska,ZCTA99628,99628
169,YUKON-KOYUKUK CENSUS AREA,Yukon-Koyukuk Census Area,FIPS02290,YUKON-KOYUKUK,Yukon-Koyukuk,AK,ALASKA,02290,Alaska,ZCTA99627,99627
170,BETHEL CENSUS AREA,Bethel Census Area,FIPS02050,BETHEL,Bethel,AK,ALASKA,02050,Alaska,ZCTA99626,99626
171,LAKE AND PENINSULA BOROUGH,Lake and Peninsula Borough,FIPS02164,LAKE PENINSULA,Lake Peninsula,AK,ALASKA,02164,Alaska,ZCTA99625,99625
172,KODIAK ISLAND BOROUGH,Kodiak Island Borough,FIPS02150,KODIAK ISLAND,Kodiak Island,AK,ALASKA,02150,Alaska,ZCTA99624,99624
173,MATANUSKA-SUSITNA BOROUGH,Matanuska-Susitna Borough,FIPS02170,MATANUSKA-SUSITNA,Matanuska-Susitna,AK,ALASKA,02170,Alaska,ZCTA99623,99623
174,BETHEL CENSUS AREA,Bethel Census Area,FIPS02050,BETHEL,Bethel,AK,ALASKA,02050,Alaska,ZCTA99622,99622
175,BETHEL CENSUS AREA,Bethel Census Area,FIPS02050,BETHEL,Bethel,AK,ALASKA,02050,Alaska,ZCTA99621,99621
176,WADE HAMPTON CENSUS AREA,Wade Hampton Census Area,FIPS02270,WADE HAMPTON,Wade Hampton,AK,ALASKA,02270,Alaska,ZCTA99620,99620
177,KODIAK ISLAND BOROUGH,Kodiak Island Borough,FIPS02150,KODIAK ISLAND,Kodiak Island,AK,ALASKA,02150,Alaska,ZCTA99619,99619
178,KODIAK ISLAND BOROUGH,Kodiak Island Borough,FIPS02150,KODIAK ISLAND,Kodiak Island,AK,ALASKA,02150,Alaska,ZCTA99615,99615
179,BETHEL CENSUS AREA,Bethel Census Area,FIPS02050,BETHEL,Bethel,AK,ALASKA,02050,Alaska,ZCTA99614,99614
180,BRISTOL BAY BOROUGH,Bristol Bay Borough,FIPS02060,BRISTOL BAY,Bristol Bay,AK,ALASKA,02060,Alaska,ZCTA99613,99613
181,ALEUTIANS EAST BOROUGH,Aleutians East Borough,FIPS02013,ALEUTIANS EAST,Aleutians East,AK,ALASKA,02013,Alaska,ZCTA99612,99612
182,KENAI PENINSULA BOROUGH,Kenai Peninsula Borough,FIPS02122,KENAI PENINSULA,Kenai Peninsula,AK,ALASKA,02122,Alaska,ZCTA99611,99611
183,KENAI PENINSULA BOROUGH,Kenai Peninsula Borough,FIPS02122,KENAI PENINSULA,Kenai Peninsula,AK,ALASKA,02122,Alaska,ZCTA99610,99610
184,BETHEL CENSUS AREA,Bethel Census Area,FIPS02050,BETHEL,Bethel,AK,ALASKA,02050,Alaska,ZCTA99609,99609
185,KODIAK ISLAND BOROUGH,Kodiak Island Borough,FIPS02150,KODIAK ISLAND,Kodiak Island,AK,ALASKA,02150,Alaska,ZCTA99608,99608
186,BETHEL CENSUS AREA,Bethel Census Area,FIPS02050,BETHEL,Bethel,AK,ALASKA,02050,Alaska,ZCTA99607,99607
187,LAKE AND PENINSULA BOROUGH,Lake and Peninsula Borough,FIPS02164,LAKE PENINSULA,Lake Peninsula,AK,ALASKA,02164,Alaska,ZCTA99606,99606
188,KENAI PENINSULA BOROUGH,Kenai Peninsula Borough,FIPS02122,KENAI PENINSULA,Kenai Peninsula,AK,ALASKA,02122,Alaska,ZCTA99605,99605
189,WADE HAMPTON CENSUS AREA,Wade Hampton Census Area,FIPS02270,WADE HAMPTON,Wade Hampton,AK,ALASKA,02270,Alaska,ZCTA99604,99604
190,KENAI PENINSULA BOROUGH,Kenai Peninsula Borough,FIPS02122,KENAI PENINSULA,Kenai Peninsula,AK,ALASKA,02122,Alaska,ZCTA99603,99603
191,YUKON-KOYUKUK CENSUS AREA,Yukon-Koyukuk Census Area,FIPS02290,YUKON-KOYUKUK,Yukon-Koyukuk,AK,ALASKA,02290,Alaska,ZCTA99602,99602
192,ANCHORAGE MUNICIPALITY,Anchorage Municipality,FIPS02020,ANCHORAGE MUNICIPALITY,Anchorage Municipality,AK,ALASKA,02020,Alaska,ZCTA99599,99599
193,ALEUTIANS WEST CENSUS AREA,Aleutians West Census Area,FIPS02016,ALEUTIANS WEST,Aleutians West,AK,ALASKA,02016,Alaska,ZCTA99591,99591
194,YUKON-KOYUKUK CENSUS AREA,Yukon-Koyukuk Census Area,FIPS02290,YUKON-KOYUKUK,Yukon-Koyukuk,AK,ALASKA,02290,Alaska,ZCTA99590,99590
195,BETHEL CENSUS AREA,Bethel Census Area,FIPS02050,BETHEL,Bethel,AK,ALASKA,02050,Alaska,ZCTA99589,99589
196,VALDEZ-CORDOVA CENSUS AREA,Valdez-Cordova Census Area,FIPS02261,VALDEZ-CORDOVA,Valdez-Cordova,AK,ALASKA,02261,Alaska,ZCTA99588,99588
197,ANCHORAGE MUNICIPALITY,Anchorage Municipality,FIPS02020,ANCHORAGE MUNICIPALITY,Anchorage Municipality,AK,ALASKA,02020,Alaska,ZCTA99587,99587
198,VALDEZ-CORDOVA CENSUS AREA,Valdez-Cordova Census Area,FIPS02261,VALDEZ-CORDOVA,Valdez-Cordova,AK,ALASKA,02261,Alaska,ZCTA99586,99586
199,WADE HAMPTON CENSUS AREA,Wade Hampton Census Area,FIPS02270,WADE HAMPTON,Wade Hampton,AK,ALASKA,02270,Alaska,ZCTA99585,99585
200,ALEUTIANS EAST BOROUGH,Aleutians East Borough,FIPS02013,ALEUTIANS EAST,Aleutians East,AK,ALASKA,02013,Alaska,ZCTA99583,99583
201,WADE HAMPTON CENSUS AREA,Wade Hampton Census Area,FIPS02270,WADE HAMPTON,Wade Hampton,AK,ALASKA,02270,Alaska,ZCTA99581,99581
202,DILLINGHAM CENSUS AREA,Dillingham Census Area,FIPS02070,DILLINGHAM,Dillingham,AK,ALASKA,02070,Alaska,ZCTA99580,99580
203,LAKE AND PENINSULA BOROUGH,Lake and Peninsula Borough,FIPS02164,LAKE PENINSULA,Lake Peninsula,AK,ALASKA,02164,Alaska,ZCTA99579,99579
204,BETHEL CENSUS AREA,Bethel Census Area,FIPS02050,BETHEL,Bethel,AK,ALASKA,02050,Alaska,ZCTA99578,99578
205,ANCHORAGE MUNICIPALITY,Anchorage Municipality,FIPS02020,ANCHORAGE MUNICIPALITY,Anchorage Municipality,AK,ALASKA,02020,Alaska,ZCTA99577,99577
206,DILLINGHAM CENSUS AREA,Dillingham Census Area,FIPS02070,DILLINGHAM,Dillingham,AK,ALASKA,02070,Alaska,ZCTA99576,99576
207,BETHEL CENSUS AREA,Bethel Census Area,FIPS02050,BETHEL,Bethel,AK,ALASKA,02050,Alaska,ZCTA99575,99575
208,VALDEZ-CORDOVA CENSUS AREA,Valdez-Cordova Census Area,FIPS02261,VALDEZ-CORDOVA,Valdez-Cordova,AK,ALASKA,02261,Alaska,ZCTA99574,99574
209,VALDEZ-CORDOVA CENSUS AREA,Valdez-Cordova Census Area,FIPS02261,VALDEZ-CORDOVA,Valdez-Cordova,AK,ALASKA,02261,Alaska,ZCTA99573,99573
210,KENAI PENINSULA BOROUGH,Kenai Peninsula Borough,FIPS02122,KENAI PENINSULA,Kenai Peninsula,AK,ALASKA,02122,Alaska,ZCTA99572,99572
211,ALEUTIANS EAST BOROUGH,Aleutians East Borough,FIPS02013,ALEUTIANS EAST,Aleutians East,AK,ALASKA,02013,Alaska,ZCTA99571,99571
212,DILLINGHAM CENSUS AREA,Dillingham Census Area,FIPS02070,DILLINGHAM,Dillingham,AK,ALASKA,02070,Alaska,ZCTA99569,99569
213,KENAI PENINSULA BOROUGH,Kenai Peninsula Borough,FIPS02122,KENAI PENINSULA,Kenai Peninsula,AK,ALASKA,02122,Alaska,ZCTA99568,99568
214,ANCHORAGE MUNICIPALITY,Anchorage Municipality,FIPS02020,ANCHORAGE MUNICIPALITY,Anchorage Municipality,AK,ALASKA,02020,Alaska,ZCTA99567,99567
215,VALDEZ-CORDOVA CENSUS AREA,Valdez-Cordova Census Area,FIPS02261,VALDEZ-CORDOVA,Valdez-Cordova,AK,ALASKA,02261,Alaska,ZCTA99566,99566
216,LAKE AND PENINSULA BOROUGH,Lake and Peninsula Borough,FIPS02164,LAKE PENINSULA,Lake Peninsula,AK,ALASKA,02164,Alaska,ZCTA99565,99565
217,LAKE AND PENINSULA BOROUGH,Lake and Peninsula Borough,FIPS02164,LAKE PENINSULA,Lake Peninsula,AK,ALASKA,02164,Alaska,ZCTA99564,99564
218,WADE HAMPTON CENSUS AREA,Wade Hampton Census Area,FIPS02270,WADE HAMPTON,Wade Hampton,AK,ALASKA,02270,Alaska,ZCTA99563,99563
219,BETHEL CENSUS AREA,Bethel Census Area,FIPS02050,BETHEL,Bethel,AK,ALASKA,02050,Alaska,ZCTA99561,99561
220,BETHEL CENSUS AREA,Bethel Census Area,FIPS02050,BETHEL,Bethel,AK,ALASKA,02050,Alaska,ZCTA99559,99559
221,YUKON-KOYUKUK CENSUS AREA,Yukon-Koyukuk Census Area,FIPS02290,YUKON-KOYUKUK,Yukon-Koyukuk,AK,ALASKA,02290,Alaska,ZCTA99558,99558
222,BETHEL CENSUS AREA,Bethel Census Area,FIPS02050,BETHEL,Bethel,AK,ALASKA,02050,Alaska,ZCTA99557,99557
223,KENAI PENINSULA BOROUGH,Kenai Peninsula Borough,FIPS02122,KENAI PENINSULA,Kenai Peninsula,AK,ALASKA,02122,Alaska,ZCTA99556,99556
224,DILLINGHAM CENSUS AREA,Dillingham Census Area,FIPS02070,DILLINGHAM,Dillingham,AK,ALASKA,02070,Alaska,ZCTA99555,99555
225,WADE HAMPTON CENSUS AREA,Wade Hampton Census Area,FIPS02270,WADE HAMPTON,Wade Hampton,AK,ALASKA,02270,Alaska,ZCTA99554,99554
226,ALEUTIANS EAST BOROUGH,Aleutians East Borough,FIPS02013,ALEUTIANS EAST,Aleutians East,AK,ALASKA,02013,Alaska,ZCTA99553,99553
227,BETHEL CENSUS AREA,Bethel Census Area,FIPS02050,BETHEL,Bethel,AK,ALASKA,02050,Alaska,ZCTA99552,99552
228,BETHEL CENSUS AREA,Bethel Census Area,FIPS02050,BETHEL,Bethel,AK,ALASKA,02050,Alaska,ZCTA99551,99551
229,KODIAK ISLAND BOROUGH,Kodiak Island Borough,FIPS02150,KODIAK ISLAND,Kodiak Island,AK,ALASKA,02150,Alaska,ZCTA99550,99550
230,LAKE AND PENINSULA BOROUGH,Lake and Peninsula Borough,FIPS02164,LAKE PENINSULA,Lake Peninsula,AK,ALASKA,02164,Alaska,ZCTA99549,99549
231,LAKE AND PENINSULA BOROUGH,Lake and Peninsula Borough,FIPS02164,LAKE PENINSULA,Lake Peninsula,AK,ALASKA,02164,Alaska,ZCTA99548,99548
232,ALEUTIANS WEST CENSUS AREA,Aleutians West Census Area,FIPS02016,ALEUTIANS WEST,Aleutians West,AK,ALASKA,02016,Alaska,ZCTA99547,99547
233,ALEUTIANS WEST CENSUS AREA,Aleutians West Census Area,FIPS02016,ALEUTIANS WEST,Aleutians West,AK,ALASKA,02016,Alaska,ZCTA99546,99546
234,BETHEL CENSUS AREA,Bethel Census Area,FIPS02050,BETHEL,Bethel,AK,ALASKA,02050,Alaska,ZCTA99545,99545
235,ANCHORAGE MUNICIPALITY,Anchorage Municipality,FIPS02020,ANCHORAGE MUNICIPALITY,Anchorage Municipality,AK,ALASKA,02020,Alaska,ZCTA99540,99540
236,ANCHORAGE MUNICIPALITY,Anchorage Municipality,FIPS02020,ANCHORAGE MUNICIPALITY,Anchorage Municipality,AK,ALASKA,02020,Alaska,ZCTA99530,99530
237,ANCHORAGE MUNICIPALITY,Anchorage Municipality,FIPS02020,ANCHORAGE MUNICIPALITY,Anchorage Municipality,AK,ALASKA,02020,Alaska,ZCTA99529,99529
238,ANCHORAGE MUNICIPALITY,Anchorage Municipality,FIPS02020,ANCHORAGE MUNICIPALITY,Anchorage Municipality,AK,ALASKA,02020,Alaska,ZCTA99524,99524
239,ANCHORAGE MUNICIPALITY,Anchorage Municipality,FIPS02020,ANCHORAGE MUNICIPALITY,Anchorage Municipality,AK,ALASKA,02020,Alaska,ZCTA99523,99523
240,ANCHORAGE MUNICIPALITY,Anchorage Municipality,FIPS02020,ANCHORAGE MUNICIPALITY,Anchorage Municipality,AK,ALASKA,02020,Alaska,ZCTA99522,99522
241,ANCHORAGE MUNICIPALITY,Anchorage Municipality,FIPS02020,ANCHORAGE MUNICIPALITY,Anchorage Municipality,AK,ALASKA,02020,Alaska,ZCTA99521,99521
242,ANCHORAGE MUNICIPALITY,Anchorage Municipality,FIPS02020,ANCHORAGE MUNICIPALITY,Anchorage Municipality,AK,ALASKA,02020,Alaska,ZCTA99520,99520
243,ANCHORAGE MUNICIPALITY,Anchorage Municipality,FIPS02020,ANCHORAGE MUNICIPALITY,Anchorage Municipality,AK,ALASKA,02020,Alaska,ZCTA99519,99519
244,ANCHORAGE MUNICIPALITY,Anchorage Municipality,FIPS02020,ANCHORAGE MUNICIPALITY,Anchorage Municipality,AK,ALASKA,02020,Alaska,ZCTA99518,99518
245,ANCHORAGE MUNICIPALITY,Anchorage Municipality,FIPS02020,ANCHORAGE MUNICIPALITY,Anchorage Municipality,AK,ALASKA,02020,Alaska,ZCTA99517,99517
246,ANCHORAGE MUNICIPALITY,Anchorage Municipality,FIPS02020,ANCHORAGE MUNICIPALITY,Anchorage Municipality,AK,ALASKA,02020,Alaska,ZCTA99516,99516
247,ANCHORAGE MUNICIPALITY,Anchorage Municipality,FIPS02020,ANCHORAGE MUNICIPALITY,Anchorage Municipality,AK,ALASKA,02020,Alaska,ZCTA99515,99515
248,ANCHORAGE MUNICIPALITY,Anchorage Municipality,FIPS02020,ANCHORAGE MUNICIPALITY,Anchorage Municipality,AK,ALASKA,02020,Alaska,ZCTA99514,99514
249,ANCHORAGE MUNICIPALITY,Anchorage Municipality,FIPS02020,ANCHORAGE MUNICIPALITY,Anchorage Municipality,AK,ALASKA,02020,Alaska,ZCTA99513,99513
250,ANCHORAGE MUNICIPALITY,Anchorage Municipality,FIPS02020,ANCHORAGE MUNICIPALITY,Anchorage Municipality,AK,ALASKA,02020,Alaska,ZCTA99511,99511
251,ANCHORAGE MUNICIPALITY,Anchorage Municipality,FIPS02020,ANCHORAGE MUNICIPALITY,Anchorage Municipality,AK,ALASKA,02020,Alaska,ZCTA99510,99510
252,ANCHORAGE MUNICIPALITY,Anchorage Municipality,FIPS02020,ANCHORAGE MUNICIPALITY,Anchorage Municipality,AK,ALASKA,02020,Alaska,ZCTA99509,99509
253,ANCHORAGE MUNICIPALITY,Anchorage Municipality,FIPS02020,ANCHORAGE MUNICIPALITY,Anchorage Municipality,AK,ALASKA,02020,Alaska,ZCTA99508,99508
254,ANCHORAGE MUNICIPALITY,Anchorage Municipality,FIPS02020,ANCHORAGE MUNICIPALITY,Anchorage Municipality,AK,ALASKA,02020,Alaska,ZCTA99507,99507
255,ANCHORAGE MUNICIPALITY,Anchorage Municipality,FIPS02020,ANCHORAGE MUNICIPALITY,Anchorage Municipality,AK,ALASKA,02020,Alaska,ZCTA99506,99506
256,ANCHORAGE MUNICIPALITY,Anchorage Municipality,FIPS02020,ANCHORAGE MUNICIPALITY,Anchorage Municipality,AK,ALASKA,02020,Alaska,ZCTA99505,99505
257,ANCHORAGE MUNICIPALITY,Anchorage Municipality,FIPS02020,ANCHORAGE MUNICIPALITY,Anchorage Municipality,AK,ALASKA,02020,Alaska,ZCTA99504,99504
258,ANCHORAGE MUNICIPALITY,Anchorage Municipality,FIPS02020,ANCHORAGE MUNICIPALITY,Anchorage Municipality,AK,ALASKA,02020,Alaska,ZCTA99503,99503
259,ANCHORAGE MUNICIPALITY,Anchorage Municipality,FIPS02020,ANCHORAGE MUNICIPALITY,Anchorage Municipality,AK,ALASKA,02020,Alaska,ZCTA99502,99502
260,ANCHORAGE MUNICIPALITY,Anchorage Municipality,FIPS02020,ANCHORAGE MUNICIPALITY,Anchorage Municipality,AK,ALASKA,02020,Alaska,ZCTA99501,99501
261,ASOTIN COUNTY,Asotin County,FIPS53003,ASOTIN,Asotin,WA,WASHINGTON,53003,Washington,ZCTA99403,99403
262,ASOTIN COUNTY,Asotin County,FIPS53003,ASOTIN,Asotin,WA,WASHINGTON,53003,Washington,ZCTA99402,99402
263,ASOTIN COUNTY,Asotin County,FIPS53003,ASOTIN,Asotin,WA,WASHINGTON,53003,Washington,ZCTA99401,99401
264,ADAMS COUNTY,Adams County,FIPS53001,ADAMS,Adams,WA,WASHINGTON,53001,Washington,ZCTA99371,99371
265,WALLA WALLA COUNTY,Walla Walla County,FIPS53071,WALLA WALLA,Walla Walla,WA,WASHINGTON,53071,Washington,ZCTA99363,99363
266,WALLA WALLA COUNTY,Walla Walla County,FIPS53071,WALLA WALLA,Walla Walla,WA,WASHINGTON,53071,Washington,ZCTA99362,99362
267,WALLA WALLA COUNTY,Walla Walla County,FIPS53071,WALLA WALLA,Walla Walla,WA,WASHINGTON,53071,Washington,ZCTA99361,99361
268,WALLA WALLA COUNTY,Walla Walla County,FIPS53071,WALLA WALLA,Walla Walla,WA,WASHINGTON,53071,Washington,ZCTA99360,99360
269,COLUMBIA COUNTY,Columbia County,FIPS53013,COLUMBIA,Columbia,WA,WASHINGTON,53013,Washington,ZCTA99359,99359
270,GRANT COUNTY,Grant County,FIPS53025,GRANT,Grant,WA,WASHINGTON,53025,Washington,ZCTA99357,99357
271,KLICKITAT COUNTY,Klickitat County,FIPS53039,KLICKITAT,Klickitat,WA,WASHINGTON,53039,Washington,ZCTA99356,99356
272,BENTON COUNTY,Benton County,FIPS53005,BENTON,Benton,WA,WASHINGTON,53005,Washington,ZCTA99354,99354
273,BENTON COUNTY,Benton County,FIPS53005,BENTON,Benton,WA,WASHINGTON,53005,Washington,ZCTA99353,99353
274,BENTON COUNTY,Benton County,FIPS53005,BENTON,Benton,WA,WASHINGTON,53005,Washington,ZCTA99352,99352
275,BENTON COUNTY,Benton County,FIPS53005,BENTON,Benton,WA,WASHINGTON,53005,Washington,ZCTA99350,99350
276,GRANT COUNTY,Grant County,FIPS53025,GRANT,Grant,WA,WASHINGTON,53025,Washington,ZCTA99349,99349
277,WALLA WALLA COUNTY,Walla Walla County,FIPS53071,WALLA WALLA,Walla Walla,WA,WASHINGTON,53071,Washington,ZCTA99348,99348
278,GARFIELD COUNTY,Garfield County,FIPS53023,GARFIELD,Garfield,WA,WASHINGTON,53023,Washington,ZCTA99347,99347
279,BENTON COUNTY,Benton County,FIPS53005,BENTON,Benton,WA,WASHINGTON,53005,Washington,ZCTA99346,99346
280,BENTON COUNTY,Benton County,FIPS53005,BENTON,Benton,WA,WASHINGTON,53005,Washington,ZCTA99345,99345
281,ADAMS COUNTY,Adams County,FIPS53001,ADAMS,Adams,WA,WASHINGTON,53001,Washington,ZCTA99344,99344
282,FRANKLIN COUNTY,Franklin County,FIPS53021,FRANKLIN,Franklin,WA,WASHINGTON,53021,Washington,ZCTA99343,99343
283,ADAMS COUNTY,Adams County,FIPS53001,ADAMS,Adams,WA,WASHINGTON,53001,Washington,ZCTA99341,99341
284,BENTON COUNTY,Benton County,FIPS53005,BENTON,Benton,WA,WASHINGTON,53005,Washington,ZCTA99338,99338
285,BENTON COUNTY,Benton County,FIPS53005,BENTON,Benton,WA,WASHINGTON,53005,Washington,ZCTA99337,99337
286,BENTON COUNTY,Benton County,FIPS53005,BENTON,Benton,WA,WASHINGTON,53005,Washington,ZCTA99336,99336
287,FRANKLIN COUNTY,Franklin County,FIPS53021,FRANKLIN,Franklin,WA,WASHINGTON,53021,Washington,ZCTA99335,99335
288,WHITMAN COUNTY,Whitman County,FIPS53075,WHITMAN,Whitman,WA,WASHINGTON,53075,Washington,ZCTA99333,99333
289,FRANKLIN COUNTY,Franklin County,FIPS53021,FRANKLIN,Franklin,WA,WASHINGTON,53021,Washington,ZCTA99330,99330
290,WALLA WALLA COUNTY,Walla Walla County,FIPS53071,WALLA WALLA,Walla Walla,WA,WASHINGTON,53071,Washington,ZCTA99329,99329
291,COLUMBIA COUNTY,Columbia County,FIPS53013,COLUMBIA,Columbia,WA,WASHINGTON,53013,Washington,ZCTA99328,99328
292,FRANKLIN COUNTY,Franklin County,FIPS53021,FRANKLIN,Franklin,WA,WASHINGTON,53021,Washington,ZCTA99326,99326
293,WALLA WALLA COUNTY,Walla Walla County,FIPS53071,WALLA WALLA,Walla Walla,WA,WASHINGTON,53071,Washington,ZCTA99324,99324
294,WALLA WALLA COUNTY,Walla Walla County,FIPS53071,WALLA WALLA,Walla Walla,WA,WASHINGTON,53071,Washington,ZCTA99323,99323
295,KLICKITAT COUNTY,Klickitat County,FIPS53039,KLICKITAT,Klickitat,WA,WASHINGTON,53039,Washington,ZCTA99322,99322
296,GRANT COUNTY,Grant County,FIPS53025,GRANT,Grant,WA,WASHINGTON,53025,Washington,ZCTA99321,99321
297,BENTON COUNTY,Benton County,FIPS53005,BENTON,Benton,WA,WASHINGTON,53005,Washington,ZCTA99320,99320
298,FRANKLIN COUNTY,Franklin County,FIPS53021,FRANKLIN,Franklin,WA,WASHINGTON,53021,Washington,ZCTA99302,99302
299,FRANKLIN COUNTY,Franklin County,FIPS53021,FRANKLIN,Franklin,WA,WASHINGTON,53021,Washington,ZCTA99301,99301
300,SPOKANE COUNTY,Spokane County,FIPS53063,SPOKANE,Spokane,WA,WASHINGTON,53063,Washington,ZCTA99260,99260
301,SPOKANE COUNTY,Spokane County,FIPS53063,SPOKANE,Spokane,WA,WASHINGTON,53063,Washington,ZCTA99258,99258
302,SPOKANE COUNTY,Spokane County,FIPS53063,SPOKANE,Spokane,WA,WASHINGTON,53063,Washington,ZCTA99256,99256
303,SPOKANE COUNTY,Spokane County,FIPS53063,SPOKANE,Spokane,WA,WASHINGTON,53063,Washington,ZCTA99252,99252
304,SPOKANE COUNTY,Spokane County,FIPS53063,SPOKANE,Spokane,WA,WASHINGTON,53063,Washington,ZCTA99251,99251
305,SPOKANE COUNTY,Spokane County,FIPS53063,SPOKANE,Spokane,WA,WASHINGTON,53063,Washington,ZCTA99228,99228
306,SPOKANE COUNTY,Spokane County,FIPS53063,SPOKANE,Spokane,WA,WASHINGTON,53063,Washington,ZCTA99224,99224
307,SPOKANE COUNTY,Spokane County,FIPS53063,SPOKANE,Spokane,WA,WASHINGTON,53063,Washington,ZCTA99223,99223
308,SPOKANE COUNTY,Spokane County,FIPS53063,SPOKANE,Spokane,WA,WASHINGTON,53063,Washington,ZCTA99220,99220
309,SPOKANE COUNTY,Spokane County,FIPS53063,SPOKANE,Spokane,WA,WASHINGTON,53063,Washington,ZCTA99219,99219
310,SPOKANE COUNTY,Spokane County,FIPS53063,SPOKANE,Spokane,WA,WASHINGTON,53063,Washington,ZCTA99218,99218
311,SPOKANE COUNTY,Spokane County,FIPS53063,SPOKANE,Spokane,WA,WASHINGTON,53063,Washington,ZCTA99217,99217
312,SPOKANE COUNTY,Spokane County,FIPS53063,SPOKANE,Spokane,WA,WASHINGTON,53063,Washington,ZCTA99216,99216
313,SPOKANE COUNTY,Spokane County,FIPS53063,SPOKANE,Spokane,WA,WASHINGTON,53063,Washington,ZCTA99214,99214
314,SPOKANE COUNTY,Spokane County,FIPS53063,SPOKANE,Spokane,WA,WASHINGTON,53063,Washington,ZCTA99213,99213
315,SPOKANE COUNTY,Spokane County,FIPS53063,SPOKANE,Spokane,WA,WASHINGTON,53063,Washington,ZCTA99212,99212
316,SPOKANE COUNTY,Spokane County,FIPS53063,SPOKANE,Spokane,WA,WASHINGTON,53063,Washington,ZCTA99211,99211
317,SPOKANE COUNTY,Spokane County,FIPS53063,SPOKANE,Spokane,WA,WASHINGTON,53063,Washington,ZCTA99210,99210
318,SPOKANE COUNTY,Spokane County,FIPS53063,SPOKANE,Spokane,WA,WASHINGTON,53063,Washington,ZCTA99209,99209
319,SPOKANE COUNTY,Spokane County,FIPS53063,SPOKANE,Spokane,WA,WASHINGTON,53063,Washington,ZCTA99208,99208
320,SPOKANE COUNTY,Spokane County,FIPS53063,SPOKANE,Spokane,WA,WASHINGTON,53063,Washington,ZCTA99207,99207
321,SPOKANE COUNTY,Spokane County,FIPS53063,SPOKANE,Spokane,WA,WASHINGTON,53063,Washington,ZCTA99206,99206
322,SPOKANE COUNTY,Spokane County,FIPS53063,SPOKANE,Spokane,WA,WASHINGTON,53063,Washington,ZCTA99205,99205
323,SPOKANE COUNTY,Spokane County,FIPS53063,SPOKANE,Spokane,WA,WASHINGTON,53063,Washington,ZCTA99204,99204
324,SPOKANE COUNTY,Spokane County,FIPS53063,SPOKANE,Spokane,WA,WASHINGTON,53063,Washington,ZCTA99203,99203
325,SPOKANE COUNTY,Spokane County,FIPS53063,SPOKANE,Spokane,WA,WASHINGTON,53063,Washington,ZCTA99202,99202
326,SPOKANE COUNTY,Spokane County,FIPS53063,SPOKANE,Spokane,WA,WASHINGTON,53063,Washington,ZCTA99201,99201
327,LINCOLN COUNTY,Lincoln County,FIPS53043,LINCOLN,Lincoln,WA,WASHINGTON,53043,Washington,ZCTA99185,99185
328,STEVENS COUNTY,Stevens County,FIPS53065,STEVENS,Stevens,WA,WASHINGTON,53065,Washington,ZCTA99181,99181
329,PEND OREILLE COUNTY,Pend Oreille County,FIPS53051,PEND OREILLE,Pend Oreille,WA,WASHINGTON,53051,Washington,ZCTA99180,99180
330,WHITMAN COUNTY,Whitman County,FIPS53075,WHITMAN,Whitman,WA,WASHINGTON,53075,Washington,ZCTA99179,99179
331,WHITMAN COUNTY,Whitman County,FIPS53075,WHITMAN,Whitman,WA,WASHINGTON,53075,Washington,ZCTA99176,99176
